metroid,metroname,m_w_a_09,m_b_a_09,m_h_a_09,m_a_a_09,m_o_a_09,m_t_a_09,m_pw_a_09,m_pb_a_09,m_ph_a_09,m_pa_a_09,m_po_a_09,m_dwb_a_09,m_dwh_a_09,m_dwa_a_09,m_dbw_a_09,m_dbh_a_09,m_dba_a_09,m_dhw_a_09,m_dhb_a_09,m_dha_a_09,m_daw_a_09,m_dab_a_09,m_dah_a_09,m_w_a_00,m_b_a_00,m_h_a_00,m_a_a_00,m_o_a_00,m_t_a_00,m_pw_a_00,m_pb_a_00,m_ph_a_00,m_pa_a_00,m_po_a_00,m_dwb_a_00,m_dwh_a_00,m_dwa_a_00,m_dbw_a_00,m_dbh_a_00,m_dba_a_00,m_dhw_a_00,m_dhb_a_00,m_dha_a_00,m_daw_a_00,m_dab_a_00,m_dah_a_00,m_w_a_90,m_b_a_90,m_h_a_90,m_a_a_90,m_o_a_90,m_t_a_90,m_pw_a_90,m_pb_a_90,m_ph_a_90,m_pa_a_90,m_po_a_90,m_dwb_a_90,m_dwh_a_90,m_dwa_a_90,m_dbw_a_90,m_dbh_a_90,m_dba_a_90,m_dhw_a_90,m_dhb_a_90,m_dha_a_90,m_daw_a_90,m_dab_a_90,m_dah_a_90,m_w_a_80,m_b_a_80,m_h_a_80,m_a_a_80,m_o_a_80,m_t_a_80,m_pw_a_80,m_pb_a_80,m_ph_a_80,m_pa_a_80,m_po_a_80,m_dwb_a_80,m_dwh_a_80,m_dwa_a_80,m_dbw_a_80,m_dbh_a_80,m_dba_a_80,m_dhw_a_80,m_dhb_a_80,m_dha_a_80,m_daw_a_80,m_dab_a_80,m_dah_a_80
"13,644","Bethesda-Rockville-Frederick, MD Metropolitan Division","685,379","173,008","155,075","134,982","21,913","1,170,357",58.56,14.78,13.25,11.53,1.87,47.87,48.39,40.32,47.87,33.21,38.26,48.39,33.21,36.83,40.32,38.26,36.83,"691,284","151,326","105,268","110,330","10,410","1,068,618",64.69,14.16,9.85,10.32,0.97,46.35,46.55,37.95,46.35,30.39,33.93,46.55,30.39,33.02,37.95,33.93,33.02,"689,717","98,566","57,888","62,711","3,119","912,001",75.63,10.81,6.35,6.88,0.34,42.65,37.59,33.88,42.65,28.98,36.59,37.59,28.98,29.10,33.88,36.59,29.10,"587,910","57,386","23,848","23,078","6,485","698,707",84.14,8.21,3.41,3.30,0.93,43.86,29.89,29.92,43.86,38.36,43.04,29.89,38.36,23.11,29.92,43.04,23.11
"13,740","Billings, MT Metropolitan Statistical Area","132,048","1,284","7,333","1,357","8,155","150,177",87.93,0.85,4.88,0.90,5.43,57.79,36.92,47.58,57.79,36.64,71.67,36.92,36.64,57.36,47.58,71.67,57.36,"126,886",906,"4,957","1,156","4,999","138,904",91.35,0.65,3.57,0.83,3.60,29.17,29.39,15.49,29.17,16.58,24.75,29.39,16.58,28.19,15.49,24.75,28.19,"113,996",468,"3,248",621,"3,166","121,499",93.82,0.39,2.67,0.51,2.61,44.85,33.35,16.38,44.85,22.18,41.21,33.35,22.18,36.99,16.38,41.21,36.99,"102,178",269,"2,891",356,"2,341","108,035",94.58,0.25,2.68,0.33,2.17,35.93,37.82,23.68,35.93,23.70,32.85,37.82,23.70,38.48,23.68,32.85,38.48
"13,780","Binghamton, NY Metropolitan Statistical Area","220,814","8,289","5,663","6,634","4,176","245,576",89.92,3.38,2.31,2.70,1.70,57.12,47.66,58.68,57.12,37.62,51.35,47.66,37.62,51.63,58.68,51.35,51.63,"231,519","7,867","4,495","6,585","1,854","252,320",91.76,3.12,1.78,2.61,0.73,48.54,35.74,47.80,48.54,20.91,39.41,35.74,20.91,32.35,47.80,39.41,32.35,"252,641","4,430","2,845","3,945",636,"264,497",95.52,1.67,1.08,1.49,0.24,44.53,27.79,42.39,44.53,28.62,38.17,27.79,28.62,29.67,42.39,38.17,29.67,"255,694","3,342","1,815","1,601","1,008","263,460",97.05,1.27,0.69,0.61,0.38,42.32,22.86,39.55,42.32,31.40,45.17,22.86,31.40,34.76,39.55,45.17,34.76
"13,820","Birmingham-Hoover, AL Metropolitan Statistical Area","742,971","309,904","35,838","12,576","10,924","1,112,213",66.80,27.86,3.22,1.13,0.98,66.60,48.47,60.95,66.60,58.86,79.71,48.47,58.86,64.47,60.95,79.71,64.47,"726,196","291,472","18,567","9,325","6,678","1,052,238",69.01,27.70,1.76,0.89,0.63,68.86,44.50,46.60,68.86,62.30,72.72,44.50,62.30,45.88,46.60,72.72,45.88,"694,536","252,482","4,144","3,977","1,705","956,844",72.59,26.39,0.43,0.42,0.18,70.26,28.81,48.70,70.26,65.30,76.28,28.81,65.30,39.09,48.70,76.28,39.09,"663,373","241,607","5,902","2,037","1,639","914,558",72.53,26.42,0.65,0.22,0.18,72.23,33.06,45.41,72.23,48.18,71.25,33.06,48.18,46.86,45.41,71.25,46.86
"13,900","Bismarck, ND Metropolitan Statistical Area","95,403",398,"1,339",584,"5,175","102,899",92.72,0.39,1.30,0.57,5.03,47.56,30.19,53.75,47.56,47.64,52.36,30.19,47.64,67.76,53.75,52.36,67.76,"89,847",340,632,525,"3,375","94,719",94.86,0.36,0.67,0.55,3.56,18.65,16.55,21.12,18.65,19.76,23.52,16.55,19.76,27.94,21.12,23.52,27.94,"81,087",78,435,261,"1,970","83,831",96.73,0.09,0.52,0.31,2.35,34.56,22.15,28.55,34.56,26.10,32.68,22.15,26.10,25.90,28.55,32.68,25.90,"78,070",51,287,214,"1,366","79,988",97.60,0.06,0.36,0.27,1.71,42.58,13.65,40.28,42.58,42.98,43.86,13.65,42.98,44.08,40.28,43.86,44.08
"13,980","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area","139,871","7,419","2,719","5,053","2,212","157,274",88.93,4.72,1.73,3.21,1.41,29.67,30.04,56.11,29.67,32.29,57.33,30.04,32.29,45.49,56.11,57.33,45.49,"136,911","7,016","1,946","4,256","1,143","151,272",90.51,4.64,1.29,2.81,0.76,23.84,24.81,57.37,23.84,27.44,56.32,24.81,27.44,35.57,57.37,56.32,35.57,"130,174","6,026","1,179","3,159",177,"140,715",92.51,4.28,0.84,2.24,0.13,24.92,33.89,59.80,24.92,38.07,60.57,33.89,38.07,31.16,59.80,60.57,31.16,"33,064","1,843",182,63,77,"35,229",93.85,5.23,0.52,0.18,0.22,31.56,24.18,29.98,31.56,25.07,37.87,24.18,25.07,29.85,29.98,37.87,29.85
"14,020","Bloomington, IN Metropolitan Statistical Area","165,922","4,260","3,501","5,932","3,326","182,941",90.70,2.33,1.91,3.24,1.82,48.51,38.99,56.18,48.51,46.65,48.95,38.99,46.65,54.47,56.18,48.95,54.47,"162,120","4,279","2,667","4,830","1,610","175,506",92.37,2.44,1.52,2.75,0.92,46.81,29.13,52.26,46.81,25.84,32.63,29.13,25.84,31.35,52.26,32.63,31.35,"149,081","2,843","1,568","2,746",431,"156,669",95.16,1.81,1.00,1.75,0.28,47.92,27.18,54.54,47.92,27.67,28.23,27.18,27.67,33.87,54.54,28.23,33.87,"92,716","2,538","1,104","1,103","1,324","98,785",93.86,2.57,1.12,1.12,1.34,44.93,28.41,42.58,44.93,20.85,20.89,28.41,20.85,22.72,42.58,20.89,22.72
"14,060","Bloomington-Normal, IL Metropolitan Statistical Area","139,114","11,126","5,664","4,897","2,885","163,686",84.99,6.80,3.46,2.99,1.76,40.63,34.82,51.40,40.63,37.45,54.63,34.82,37.45,57.14,51.40,54.63,57.14,"132,224","10,091","3,833","3,498",787,"150,433",87.90,6.71,2.55,2.33,0.52,34.33,27.60,35.51,34.33,19.18,35.06,27.60,19.18,36.38,35.51,35.06,36.38,"120,156","5,485","1,671","1,609",259,"129,180",93.01,4.25,1.29,1.25,0.20,36.88,27.95,37.81,36.88,19.06,37.63,27.95,19.06,40.30,37.81,37.63,40.30,"112,222","4,689","1,119",793,326,"119,149",94.19,3.94,0.94,0.67,0.27,42.71,29.51,37.01,42.71,27.40,35.15,29.51,27.40,43.44,37.01,35.15,43.44
"14,260","Boise City-Nampa, ID Metropolitan Statistical Area","483,325","5,114","66,347","10,233","15,409","580,428",83.27,0.88,11.43,1.76,2.65,45.81,36.11,38.75,45.81,55.62,58.78,36.11,55.62,54.32,38.75,58.78,54.32,"402,616","3,257","41,659","9,534","7,774","464,840",86.61,0.70,8.96,2.05,1.67,24.00,39.02,19.20,24.00,49.88,16.49,39.02,49.88,48.39,19.20,16.49,48.39,"292,662","1,124","19,501","3,898","2,411","319,596",91.57,0.35,6.10,1.22,0.75,31.58,41.10,19.24,31.58,55.31,27.84,41.10,55.31,46.39,19.24,27.84,46.39,"239,623",815,"11,977","2,112","2,265","256,792",93.31,0.32,4.66,0.82,0.88,32.60,39.55,19.49,32.60,53.62,33.23,39.55,53.62,40.79,19.49,33.23,40.79
"14,460","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","3,510,342","291,511","355,963","265,106","91,012","4,513,934",77.77,6.46,7.89,5.87,2.02,66.84,60.66,47.20,66.84,54.45,63.61,60.66,54.45,59.16,47.20,63.61,59.16,"3,545,277","279,684","281,605","220,625","64,153","4,391,344",80.73,6.37,6.41,5.02,1.46,65.96,62.50,46.05,65.96,48.37,57.60,62.50,48.37,53.84,46.05,57.60,53.84,"3,589,695","215,873","189,833","117,395","20,232","4,133,028",86.85,5.22,4.59,2.84,0.49,68.48,59.33,45.53,68.48,49.69,62.41,59.33,49.69,49.84,45.53,62.41,49.84,"3,617,733","168,548","91,290","41,594","24,572","3,943,737",91.73,4.27,2.31,1.05,0.62,74.57,57.22,47.79,74.57,54.26,71.69,57.22,54.26,56.68,47.79,71.69,56.68
"14,484","Boston-Quincy, MA Metropolitan Division","1,351,024","212,244","161,519","112,291","43,371","1,880,449",71.85,11.29,8.59,5.97,2.31,71.01,62.65,51.16,71.01,50.29,67.98,62.65,50.29,60.65,51.16,67.98,60.65,"1,345,378","205,018","130,558","95,552","36,431","1,812,937",74.21,11.31,7.20,5.27,2.01,71.45,64.80,51.99,71.45,44.95,64.73,64.80,44.95,55.90,51.99,64.73,55.90,"1,390,609","165,187","90,799","53,720","14,344","1,714,659",81.10,9.63,5.30,3.13,0.84,73.74,62.45,52.23,73.74,46.43,70.19,62.45,46.43,52.38,52.23,70.19,52.38,"1,444,169","136,461","49,088","22,524","15,256","1,667,498",86.61,8.18,2.94,1.35,0.91,79.78,61.83,58.70,79.78,52.59,78.67,61.83,52.59,60.25,58.70,78.67,60.25
"14,500","Boulder, CO Metropolitan Statistical Area","236,828","2,489","38,360","11,030","6,817","295,524",80.14,0.84,12.98,3.73,2.31,44.79,40.52,35.01,44.79,53.58,48.04,40.52,53.58,52.15,35.01,48.04,52.15,"225,049","2,884","28,765","9,917","3,064","269,679",83.45,1.07,10.67,3.68,1.14,22.47,38.38,25.01,22.47,39.97,16.72,38.38,39.97,44.88,25.01,16.72,44.88,"186,433","1,754","14,389","5,033","1,195","208,804",89.29,0.84,6.89,2.41,0.57,29.43,31.20,28.13,29.43,41.24,18.04,31.20,41.24,41.36,28.13,18.04,41.36,"159,885","1,602","9,690","1,912","1,832","174,921",91.40,0.92,5.54,1.09,1.05,37.13,31.50,23.45,37.13,46.09,23.04,31.50,46.09,37.33,23.45,23.04,37.33
"14,540","Bowling Green, KY Metropolitan Statistical Area","99,559","9,537","4,230","1,676","1,433","116,435",85.51,8.19,3.63,1.44,1.23,44.24,52.06,53.00,44.24,37.07,42.98,52.06,37.07,61.70,53.00,42.98,61.70,"90,784","8,361","2,531","1,595",895,"104,166",87.15,8.03,2.43,1.53,0.86,40.35,44.55,37.74,40.35,25.09,27.90,44.55,25.09,34.62,37.74,27.90,34.62,"79,423","6,394",454,626,133,"87,030",91.26,7.35,0.52,0.72,0.15,43.66,21.44,38.81,43.66,46.06,54.70,21.44,46.06,29.87,38.81,54.70,29.87,,,,,,,,,,,,,,,,,,,,,,,
"14,740","Bremerton-Silverdale, WA Metropolitan Statistical Area","195,312","6,446","11,590","11,187","14,290","238,825",81.78,2.70,4.85,4.68,5.98,52.49,23.00,33.76,52.49,45.76,43.59,23.00,45.76,35.82,33.76,43.59,35.82,"190,751","8,332","9,609","15,969","7,308","231,969",82.23,3.59,4.14,6.88,3.15,40.77,21.75,25.55,40.77,22.74,28.15,21.75,22.74,21.60,25.55,28.15,21.60,"165,313","4,417","5,849","7,529","3,113","186,221",88.77,2.37,3.14,4.04,1.67,41.57,18.07,24.74,41.57,28.71,33.18,18.07,28.71,18.23,24.74,33.18,18.23,"131,586","2,317","3,555","3,896","2,668","144,022",91.37,1.61,2.47,2.71,1.85,44.07,21.94,28.20,44.07,30.47,35.26,21.94,30.47,17.72,28.20,35.26,17.72
"14,860","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area","618,312","89,453","133,093","38,027","13,958","892,843",69.25,10.02,14.91,4.26,1.56,69.91,60.01,35.61,69.91,31.01,62.81,60.01,31.01,51.64,35.61,62.81,51.64,"645,152","90,602","104,835","32,263","9,715","882,567",73.10,10.27,11.88,3.66,1.10,68.70,61.47,31.20,68.70,22.50,53.99,61.47,22.50,44.34,31.20,53.99,44.34,"660,337","77,472","70,818","16,796","2,222","827,645",79.79,9.36,8.56,2.03,0.27,69.15,60.27,28.29,69.15,30.73,58.55,60.27,30.73,48.12,28.29,58.55,48.12,"687,187","64,334","45,112","5,838","4,672","807,143",85.14,7.97,5.59,0.72,0.58,70.19,61.57,28.26,70.19,40.63,66.59,61.57,40.63,59.43,28.26,66.59,59.43
"15,180","Brownsville-Harlingen, TX Metropolitan Statistical Area","48,251","1,316","329,499","2,247","1,858","383,171",12.59,0.34,85.99,0.59,0.48,72.74,43.11,57.26,72.74,78.07,65.35,43.11,78.07,63.84,57.26,65.35,63.84,"48,679","1,022","282,736","1,752","1,038","335,227",14.52,0.30,84.34,0.52,0.31,34.56,41.20,41.63,34.56,44.82,37.34,41.20,44.82,51.53,41.63,37.34,51.53,"45,342",566,"212,995",602,602,"260,107",17.43,0.22,81.89,0.23,0.23,35.36,39.79,36.73,35.36,48.79,51.15,39.79,48.79,52.43,36.73,51.15,52.43,"46,432",588,"161,643",249,744,"209,656",22.15,0.28,77.10,0.12,0.35,48.01,37.62,29.86,48.01,50.57,58.48,37.62,50.57,47.00,29.86,58.48,47.00
"15,260","Brunswick, GA Metropolitan Statistical Area","71,694","23,915","3,796",837,975,"101,217",70.83,23.63,3.75,0.83,0.96,57.24,50.23,51.67,57.24,40.74,61.88,50.23,40.74,50.65,51.67,61.88,50.65,"66,885","22,593","2,270",644,652,"93,044",71.89,24.28,2.44,0.69,0.70,55.89,39.93,27.28,55.89,40.85,45.94,39.93,40.85,34.67,27.28,45.94,34.67,"60,879","20,177",684,293,173,"82,206",74.06,24.54,0.83,0.36,0.21,53.65,26.65,34.06,53.65,39.36,52.33,26.65,39.36,30.97,34.06,52.33,30.97,,,,,,,,,,,,,,,,,,,,,,,
"15,380","Buffalo-Niagara Falls, NY Metropolitan Statistical Area","918,097","134,984","38,179","20,106","17,447","1,128,813",81.33,11.96,3.38,1.78,1.55,74.54,54.06,59.38,74.54,63.32,74.91,54.06,63.32,68.22,59.38,74.91,68.22,"965,233","140,496","33,967","17,328","13,087","1,170,111",82.49,12.01,2.90,1.48,1.12,76.74,56.15,46.57,76.74,62.90,68.20,56.15,62.90,55.04,46.57,68.20,55.04,"1,025,984","120,213","24,347","10,804","7,940","1,189,288",86.27,10.11,2.05,0.91,0.67,80.12,54.87,50.79,80.12,69.83,77.89,54.87,69.83,61.64,50.79,77.89,61.64,"1,097,873","112,887","16,206","5,775","10,015","1,242,756",88.34,9.08,1.30,0.46,0.81,80.15,47.83,51.13,80.15,69.87,79.82,47.83,69.87,61.80,51.13,79.82,61.80
"15,500","Burlington, NC Metropolitan Statistical Area","99,010","26,287","15,296","1,769","2,407","144,769",68.39,18.16,10.57,1.22,1.66,40.21,54.51,46.29,40.21,31.98,52.29,54.51,31.98,61.05,46.29,52.29,61.05,"94,768","24,888","8,835","1,405",904,"130,800",72.45,19.03,6.75,1.07,0.69,38.82,42.57,32.70,38.82,26.71,38.79,42.57,26.71,31.70,32.70,38.79,31.70,"85,913","20,763",736,482,319,"108,213",79.39,19.19,0.68,0.45,0.29,40.14,18.16,30.12,40.14,29.84,45.83,18.16,29.84,37.46,30.12,45.83,37.46,"79,418","18,950",581,159,211,"99,319",79.96,19.08,0.58,0.16,0.21,40.66,20.93,33.85,40.66,25.11,55.74,20.93,25.11,42.90,33.85,55.74,42.90
"15,540","Burlington-South Burlington, VT Metropolitan Statistical Area","192,433","2,436","3,198","4,146","4,147","206,360",93.25,1.18,1.55,2.01,2.01,42.84,26.96,45.93,42.84,40.95,47.29,26.96,40.95,41.18,45.93,47.29,41.18,"188,554","1,979","1,860","3,654","2,842","198,889",94.80,1.00,0.94,1.84,1.43,32.64,17.93,36.91,32.64,25.93,22.16,17.93,25.93,25.83,36.91,22.16,25.83,"172,335",856,"1,335","1,548",985,"177,059",97.33,0.48,0.75,0.87,0.56,30.94,23.28,33.73,30.94,16.42,17.59,23.28,16.42,20.10,33.73,17.59,20.10,"113,192",453,882,617,390,"115,534",97.97,0.39,0.76,0.53,0.34,26.82,24.82,30.64,26.82,29.79,30.82,24.82,29.79,30.06,30.64,30.82,30.06
"15,764","Cambridge-Newton-Framingham, MA Metropolitan Division","1,184,764","57,069","82,239","123,423","32,765","1,480,260",80.04,3.86,5.56,8.34,2.21,52.34,46.04,35.59,52.34,39.06,47.28,46.04,39.06,42.10,35.59,47.28,42.10,"1,224,771","54,619","66,707","99,907","19,392","1,465,396",83.58,3.73,4.55,6.82,1.32,47.21,47.23,34.95,47.21,31.28,39.18,47.23,31.28,38.47,34.95,39.18,38.47,"1,258,602","37,677","47,383","51,113","3,693","1,398,468",90.00,2.69,3.39,3.65,0.26,46.11,42.93,34.77,46.11,34.76,41.49,42.93,34.76,33.98,34.77,41.49,33.98,"1,296,950","24,512","23,537","15,720","6,315","1,367,034",94.87,1.79,1.72,1.15,0.46,52.35,40.94,33.73,52.35,42.82,45.04,40.94,42.82,42.56,33.73,45.04,42.56
"15,804","Camden, NJ Metropolitan Division","885,347","196,758","97,185","48,438","20,062","1,247,790",70.95,15.77,7.79,3.88,1.61,55.33,54.12,42.14,55.33,38.77,55.23,54.12,38.77,53.74,42.14,55.23,53.74,"886,431","181,347","73,381","38,178","7,662","1,186,999",74.68,15.28,6.18,3.22,0.65,56.21,56.44,38.19,56.21,34.97,52.65,56.44,34.97,49.97,38.19,52.65,49.97,"897,455","152,529","52,952","21,849","3,167","1,127,952",79.57,13.52,4.69,1.94,0.28,59.48,60.18,39.19,59.48,37.10,58.45,60.18,37.10,56.29,39.19,58.45,56.29,"859,136","128,006","31,690","10,186","4,970","1,033,988",83.09,12.38,3.06,0.99,0.48,60.07,60.62,39.06,60.07,38.22,61.97,60.62,38.22,59.15,39.06,61.97,59.15
"15,940","Canton-Massillon, OH Metropolitan Statistical Area","365,102","28,219","4,633","2,953","7,313","408,220",89.44,6.91,1.13,0.72,1.79,55.74,42.44,57.60,55.74,53.47,82.44,42.44,53.47,66.93,57.60,82.44,66.93,"367,203","29,994","3,650","2,745","3,342","406,934",90.24,7.37,0.90,0.67,0.82,57.30,18.94,33.02,57.30,46.92,63.85,18.94,46.92,34.93,33.02,63.85,34.93,"363,402","25,029","2,854","1,536","1,285","394,106",92.21,6.35,0.72,0.39,0.33,62.08,23.38,37.64,62.08,53.08,68.75,23.38,53.08,39.71,37.64,68.75,39.71,"374,660","23,953","3,496","1,044","1,268","404,421",92.64,5.92,0.86,0.26,0.31,66.22,25.97,35.92,66.22,53.62,77.54,25.97,53.62,43.12,35.92,77.54,43.12
"15,980","Cape Coral-Fort Myers, FL Metropolitan Statistical Area","424,111","41,735","93,069","7,666","7,095","573,676",73.93,7.28,16.22,1.34,1.24,62.19,37.27,40.65,62.19,44.74,69.52,37.27,44.74,48.91,40.65,69.52,48.91,"361,439","29,812","42,042","4,503","3,092","440,888",81.98,6.76,9.54,1.02,0.70,67.91,40.76,26.42,67.91,49.75,62.42,40.76,49.75,35.91,26.42,62.42,35.91,"296,002","21,515","15,094","1,776",723,"335,110",88.33,6.42,4.50,0.53,0.22,76.82,36.09,23.25,76.82,55.50,70.84,36.09,55.50,32.06,23.25,70.84,32.06,"182,483","16,080","5,695",549,432,"205,239",88.91,7.83,2.77,0.27,0.21,88.54,42.53,29.50,88.54,67.22,83.82,42.53,67.22,49.80,29.50,83.82,49.80
"16,020","Cape Girardeau-Jackson, MO-IL Metropolitan Statistical Area","82,190","7,141","1,182",880,"1,519","92,912",88.46,7.69,1.27,0.95,1.63,65.72,39.44,52.88,65.72,54.16,53.88,39.44,54.16,53.57,52.88,53.88,53.57,"80,608","7,272",830,730,872,"90,312",89.26,8.05,0.92,0.81,0.97,60.65,23.78,32.12,60.65,46.31,57.45,23.78,46.31,30.06,32.12,57.45,30.06,"75,265","6,471",437,543,162,"82,878",90.81,7.81,0.53,0.66,0.20,64.77,19.88,48.89,64.77,57.99,62.66,19.88,57.99,44.42,48.89,62.66,44.42,,,,,,,,,,,,,,,,,,,,,,,
"16,180","Carson City, NV Metropolitan Statistical Area","40,166",762,"10,839","1,154","2,341","55,262",72.68,1.38,19.61,2.09,4.24,56.68,25.80,33.17,56.68,54.25,63.64,25.80,54.25,46.64,33.17,63.64,46.64,"41,204","1,013","7,466","1,160","1,614","52,457",78.55,1.93,14.23,2.21,3.08,53.01,25.39,12.82,53.01,55.33,56.53,25.39,55.33,27.17,12.82,56.53,27.17,"35,077",650,"3,110",547,"1,052","40,436",86.75,1.61,7.69,1.35,2.60,62.19,21.73,13.99,62.19,55.08,63.51,21.73,55.08,16.37,13.99,63.51,16.37,"27,771",431,"1,229",266,"1,259","30,956",89.71,1.39,3.97,0.86,4.07,49.39,13.53,14.43,49.39,44.11,43.25,13.53,44.11,7.93,14.43,43.25,7.93
"16,220","Casper, WY Metropolitan Statistical Area","64,204",619,"4,298",478,"2,218","71,817",89.40,0.86,5.98,0.67,3.09,50.35,24.29,47.88,50.35,50.13,64.52,24.29,50.13,58.88,47.88,64.52,58.88,"61,023",638,"3,257",431,"1,184","66,533",91.72,0.96,4.90,0.65,1.78,26.19,17.45,18.10,26.19,12.31,25.02,17.45,12.31,19.74,18.10,25.02,19.74,"57,888",438,"2,252",268,380,"61,226",94.55,0.72,3.68,0.44,0.62,38.38,19.31,19.08,38.38,29.26,26.52,19.31,29.26,23.90,19.08,26.52,23.90,"67,925",503,"2,550",241,637,"71,856",94.53,0.70,3.55,0.34,0.89,47.94,24.24,24.96,47.94,34.94,52.24,24.24,34.94,27.33,24.96,52.24,27.33
"16,300","Cedar Rapids, IA Metropolitan Statistical Area","230,688","7,274","4,908","4,123","4,955","251,948",91.56,2.89,1.95,1.64,1.97,45.58,37.10,42.68,45.58,45.10,49.70,37.10,45.10,42.75,42.68,49.70,42.75,"222,757","6,617","3,091","3,370","1,395","237,230",93.90,2.79,1.30,1.42,0.59,43.84,21.66,31.85,43.84,25.93,34.28,21.66,25.93,22.82,31.85,34.28,22.82,"203,337","3,599","1,779","1,430",495,"210,640",96.53,1.71,0.84,0.68,0.23,51.78,23.42,30.14,51.78,36.20,45.42,23.42,36.20,26.22,30.14,45.42,26.22,"164,399","2,715","1,282",686,693,"169,775",96.83,1.60,0.76,0.40,0.41,48.04,23.73,27.31,48.04,36.16,45.43,23.73,36.16,28.59,27.31,45.43,28.59
"16,580","Champaign-Urbana, IL Metropolitan Statistical Area","172,698","23,193","8,257","15,060","3,394","222,602",77.58,10.42,3.71,6.77,1.52,55.77,36.53,49.85,55.77,46.96,52.94,36.53,46.96,46.73,49.85,52.94,46.73,"169,118","21,344","5,480","12,762","1,571","210,275",80.43,10.15,2.61,6.07,0.75,50.68,36.03,46.20,50.68,36.54,52.07,36.03,36.54,29.32,46.20,52.07,29.32,"174,334","16,465","3,601","7,947",501,"202,848",85.94,8.12,1.78,3.92,0.25,51.38,42.18,53.96,51.38,52.46,61.57,42.18,52.46,34.25,53.96,61.57,34.25,"146,970","14,492","2,405","3,263","1,262","168,392",87.28,8.61,1.43,1.94,0.75,49.40,34.79,41.90,49.40,48.24,56.87,34.79,48.24,31.88,41.90,56.87,31.88
"16,620","Charleston, WV Metropolitan Statistical Area","277,949","13,252","3,434","2,749","6,393","303,777",91.50,4.36,1.13,0.90,2.10,60.48,55.96,71.00,60.48,58.76,70.48,55.96,58.76,61.40,71.00,70.48,61.40,"287,578","15,627","1,714","2,487","2,229","309,635",92.88,5.05,0.55,0.80,0.72,58.90,20.16,46.57,58.90,48.52,53.63,20.16,48.52,38.50,46.57,53.63,38.50,"290,559","14,084","1,152","1,448",446,"307,689",94.43,4.58,0.37,0.47,0.14,62.11,27.70,51.09,62.11,50.04,61.95,27.70,50.04,42.01,51.09,61.95,42.01,"252,799","13,762","1,405","1,022",607,"269,595",93.77,5.10,0.52,0.38,0.23,64.03,19.97,45.68,64.03,56.42,66.36,19.97,56.42,44.54,45.68,66.36,44.54
"16,700","Charleston-North Charleston-Summerville, SC Metropolitan Statistical Area","405,616","182,391","23,063","10,580","9,834","631,484",64.23,28.88,3.65,1.68,1.56,41.81,43.12,40.27,41.81,43.58,51.53,43.12,43.58,40.34,40.27,51.53,40.34,"351,434","170,564","13,091","9,179","4,765","549,033",64.01,31.07,2.38,1.67,0.87,43.91,32.24,32.45,43.91,38.48,50.86,32.24,38.48,29.86,32.45,50.86,29.86,"335,500","151,106","7,216","5,599","1,700","501,121",66.95,30.15,1.44,1.12,0.34,47.80,25.84,34.83,47.80,51.49,61.78,25.84,51.49,25.11,34.83,61.78,25.11,"278,304","130,739","5,917","3,417","1,790","420,167",66.24,31.12,1.41,0.81,0.43,53.45,27.38,38.07,53.45,44.19,68.85,27.38,44.19,32.40,38.07,68.85,32.40
"16,740","Charlotte-Gastonia-Rock Hill, NC-SC Metropolitan Statistical Area","1,058,101","376,041","137,021","44,803","25,291","1,641,257",64.47,22.91,8.35,2.73,1.54,52.46,48.48,45.27,52.46,38.68,47.81,48.48,38.68,47.60,45.27,47.81,47.60,"922,874","298,087","68,278","30,462","10,747","1,330,448",69.37,22.41,5.13,2.29,0.81,53.95,50.80,40.98,53.95,40.68,44.85,50.80,40.68,40.88,40.98,44.85,40.88,"780,688","220,002","9,517","10,444","3,992","1,024,643",76.19,21.47,0.93,1.02,0.39,54.67,32.81,41.78,54.67,50.74,57.87,32.81,50.74,26.25,41.78,57.87,26.25,"642,265","172,841","6,605","3,561","4,561","829,833",77.40,20.83,0.80,0.43,0.55,57.97,28.86,44.18,57.97,42.32,70.03,28.86,42.32,43.59,44.18,70.03,43.59
"16,820","Charlottesville, VA Metropolitan Statistical Area","151,509","25,425","6,285","6,309","2,987","192,515",78.70,13.21,3.26,3.28,1.55,31.97,39.96,49.92,31.97,34.86,58.01,39.96,34.86,60.63,49.92,58.01,60.63,"138,371","25,372","3,872","5,310","1,096","174,021",79.51,14.58,2.23,3.05,0.63,32.45,24.17,48.70,32.45,32.04,52.00,24.17,32.04,41.33,48.70,52.00,41.33,"118,275","21,219","1,502","2,618",271,"143,885",82.20,14.75,1.04,1.82,0.19,35.20,20.78,49.55,35.20,36.53,59.81,20.78,36.53,38.72,49.55,59.81,38.72,"80,448","13,298",795,871,287,"95,699",84.06,13.90,0.83,0.91,0.30,43.99,22.73,35.95,43.99,42.90,60.43,22.73,42.90,34.56,35.95,60.43,34.56
